	C10_S10_bmtagger_1	C11_S11_bmtagger_1	D01_S13_bmtagger_1	D03_S15_bmtagger_1	D04_S16_bmtagger_1	D05_S17_bmtagger_1	D06_S18_bmtagger_1	D07_S19_bmtagger_1	F11_S47_bmtagger_1	GCF_000072485.1_ASM7248v1_genomic	GCF_002208885.1_ASM220888v1_genomic	GCF_900186865.1_49243_F02_genomic
g007559	1	1	1	1	1	1	1	1	1	1	0	1
g007564	0	1	0	0	0	0	0	0	1	0	0	1
g007573	1	1	1	1	1	1	1	1	1	1	1	1
g007584	0	1	1	1	1	1	1	1	1	1	1	0
g007667	0	0	1	1	1	1	1	1	0	1	0	0
g007674	0	0	0	0	0	0	0	1	0	0	0	1
g007675	1	1	1	1	1	1	1	1	1	1	1	1
g007682	1	1	1	1	1	1	1	1	1	1	1	0
g007689	1	1	1	1	1	1	1	1	1	1	1	1
g007700	0	1	1	1	0	1	1	1	1	1	1	1
g007702	1	1	1	1	1	1	1	0	1	0	1	0
g007717	1	1	1	1	1	1	1	1	1	1	1	1
g007727	1	1	1	1	1	1	1	1	1	1	1	1
g007747	1	1	1	1	1	1	1	1	1	1	1	0
g007749	1	1	1	1	1	1	1	1	1	1	1	1
g007786	0	0	0	0	0	0	0	0	0	1	0	0
g007788	1	1	1	1	1	1	1	1	1	1	1	1
g007810	1	0	1	1	1	0	1	0	1	0	0	1
g007818	0	0	1	1	1	1	1	0	0	1	1	0
g007845	1	1	1	1	1	1	1	1	1	1	1	1
g007847	0	0	1	1	1	1	1	1	0	0	1	0
g007875	0	1	1	1	1	1	1	1	1	1	0	0
g007942	1	1	1	1	1	1	1	1	1	1	1	1
g007964	1	1	1	1	1	1	1	1	1	1	0	1
g007973	1	1	1	1	1	1	1	1	1	1	1	1
g007974	1	1	1	1	1	1	1	1	1	0	1	0
g007990	1	1	1	1	1	1	1	1	1	1	1	1
g008040	0	0	0	1	0	1	1	0	0	0	0	1
g008042	1	1	1	1	1	1	1	1	1	1	1	1
g008051	0	0	0	0	0	0	0	0	0	0	1	0
g008055	1	1	1	1	1	1	1	1	1	1	1	1
g008062	1	0	1	0	0	0	0	0	0	0	0	1
g008075	0	0	0	0	0	0	0	0	0	0	0	1
g008077	0	0	0	0	0	0	0	0	0	0	1	0
g008080	0	0	0	0	0	0	0	0	0	0	1	0
g008083	0	0	0	0	0	0	0	0	0	0	1	0
g008144	1	1	0	0	0	0	0	0	1	0	0	1
g008165	1	1	1	1	1	1	1	1	1	1	1	1
g008167	0	1	1	1	1	1	1	1	1	1	1	0
g008203	0	0	1	1	0	1	0	1	0	1	1	0
g008219	0	0	0	0	0	0	0	0	0	0	0	1
g008227	0	1	1	1	1	1	1	0	1	1	1	1
g008241	1	1	1	1	1	1	1	0	1	1	1	1
g008242	1	1	1	1	1	1	1	0	1	1	1	1
g008243	1	1	1	1	1	1	1	1	1	1	1	1
g008245	1	1	1	1	1	1	1	1	1	1	1	1
g008246	1	1	1	1	1	1	1	1	1	1	1	1
g008247	1	1	1	1	1	1	1	0	1	1	1	1
g008248	1	1	1	1	1	1	1	1	1	1	1	1
g008249	1	1	1	1	1	1	1	0	1	1	1	1
g008250	1	1	1	1	1	1	1	1	1	1	1	1
g008251	1	1	1	1	0	1	1	1	1	1	1	1
g008301	0	0	0	0	0	0	0	0	0	0	0	1
g008303	0	0	0	0	0	0	0	0	0	0	0	1
g008360	1	1	1	1	1	1	1	1	1	1	0	1
g008361	1	1	1	1	1	1	1	1	1	0	0	1
g008389	0	0	0	0	0	0	0	0	0	1	0	0
g008392	1	1	1	1	1	1	1	1	1	1	1	1
g008395	0	0	1	1	1	1	0	1	0	1	1	0
g008396	0	0	0	0	0	0	0	0	0	1	0	0
g008401	1	1	1	1	1	1	1	1	1	1	1	1
g008414	0	1	1	1	1	1	1	1	0	1	0	0
g008434	1	1	1	1	1	1	1	1	1	1	1	1
g008437	0	0	0	0	1	0	0	1	0	1	0	0
g008451	0	1	0	0	0	0	0	0	0	0	0	1
g008463	1	1	1	1	1	1	1	1	1	1	1	1
g008474	0	1	1	1	1	1	1	0	1	1	1	0
g008496	0	0	0	0	0	0	0	0	0	0	0	1
g008513	1	1	1	1	1	1	1	1	1	1	1	1
g008540	1	1	1	1	1	1	1	1	1	1	0	1
g008543	1	1	0	0	0	0	1	0	1	0	1	1
g008553	0	0	0	0	0	0	0	0	0	0	1	0
g008554	0	0	0	0	0	0	0	0	0	0	1	0
g008555	0	0	0	0	0	0	0	1	0	0	1	0
g008559	0	0	0	0	0	0	0	0	0	0	1	0
g008560	0	0	0	0	0	0	0	0	0	0	1	0
g008574	1	0	0	0	1	0	0	0	1	1	0	1
g008602	1	1	1	1	1	1	1	1	1	1	1	1
g008603	1	1	0	0	0	0	0	0	1	0	1	0
g008625	1	0	0	0	0	0	0	0	0	0	1	0
g008629	1	1	1	1	1	1	1	1	1	1	1	1
g008630	1	1	1	1	1	1	1	1	1	1	1	1
g008638	0	0	0	0	0	0	0	0	0	1	0	0
g008642	0	0	0	0	0	0	0	0	0	1	0	0
g008673	1	1	1	1	1	1	1	1	1	1	1	1
g008677	1	1	1	1	1	1	1	1	1	1	1	1
g008695	0	0	0	0	0	0	0	0	0	0	0	1
g008809	1	1	1	1	1	1	1	1	1	1	1	1
g008885	1	1	1	1	1	1	1	0	1	1	1	1
g008886	0	0	0	0	0	0	0	0	0	1	0	0
g008889	1	1	1	1	1	1	1	1	1	1	1	1
g008890	1	1	1	1	1	1	1	1	1	1	1	1
g008898	1	1	1	1	1	1	1	1	1	1	1	1
g008899	1	1	1	1	1	1	1	1	1	1	1	1
g008920	1	0	0	0	0	0	0	0	0	0	0	1
g008931	0	1	1	1	1	1	1	1	1	0	1	0
g008934	0	0	0	0	0	0	0	0	0	0	0	1
g008966	0	1	0	0	0	0	0	0	0	0	1	0
g008967	1	1	0	0	0	0	0	0	1	0	1	0
g008968	1	1	0	0	0	0	0	0	1	0	1	0
g008969	1	1	0	0	0	0	0	0	1	0	1	0
g008970	1	1	0	0	0	0	0	0	1	0	1	0
g008974	0	0	0	0	0	0	0	0	0	0	1	0
g008995	0	1	1	1	1	1	1	1	1	1	1	1
g008996	1	1	1	1	1	1	1	1	1	1	1	1
g008999	0	0	1	1	0	1	1	1	1	1	1	0
g009016	1	0	0	0	0	0	0	0	0	1	0	0
g009079	1	0	1	1	1	1	1	1	1	1	1	1
g009093	1	1	1	1	1	1	1	1	1	1	1	1
g009137	1	1	1	1	1	1	1	1	1	0	1	1
g009159	1	1	1	1	1	1	1	1	1	1	0	1
g009164	1	1	1	1	1	1	1	1	1	1	1	0
g009168	0	0	0	0	0	0	0	0	0	0	1	0
g009256	0	0	0	0	0	0	0	0	0	1	0	0
g009363	1	1	0	0	0	0	0	0	1	1	1	1
g009380	1	1	0	0	0	0	0	0	1	1	1	1
g009415	1	1	0	0	0	0	0	0	1	0	1	1
g009465	0	1	0	0	0	0	0	0	1	1	1	1
g009503	0	0	1	1	1	1	1	0	1	1	1	1
g009518	0	0	0	0	0	0	0	0	0	1	0	0
g009575	1	1	1	1	1	1	1	0	1	1	1	1
g009576	0	0	0	0	0	0	1	0	1	1	0	1
g009577	1	1	1	1	1	1	1	1	1	1	1	1
g009617	1	1	1	1	1	1	1	1	1	1	1	1
g009622	1	1	1	1	1	1	1	1	1	1	1	1
g009666	1	1	0	0	0	0	0	0	1	0	1	0
g009685	1	1	1	1	1	1	1	1	1	1	1	1
g009686	0	0	0	0	0	0	0	0	0	0	1	0
g009706	1	1	1	1	1	1	1	1	1	1	1	1
g009721	1	1	0	0	0	0	0	0	1	0	0	1
g009755	1	1	1	1	1	1	1	1	1	1	0	1
g009758	1	1	1	1	0	1	1	1	1	1	1	1
g009767	0	0	0	0	0	0	0	0	0	0	0	1
g009769	0	1	1	1	1	1	1	1	1	1	1	1
g009771	0	0	0	0	0	0	0	0	0	0	0	1
g009776	1	1	0	0	0	1	0	1	1	0	1	0
g009785	1	1	1	1	1	1	1	1	1	1	1	1
g009786	1	1	1	1	1	1	1	1	1	1	1	1
g009798	1	1	1	1	0	1	1	1	1	1	1	1
g009803	0	0	1	1	1	1	1	1	0	0	0	1
g009842	1	1	1	1	1	1	1	1	1	1	1	1
g009846	1	1	0	1	1	1	1	1	1	1	1	1
g009869	0	1	1	0	1	0	0	0	0	0	0	1
g009875	0	1	1	1	1	1	1	1	1	1	0	1
g009908	0	1	1	1	0	1	1	1	1	1	1	1
g009923	0	0	0	0	0	0	0	0	0	0	1	0
g009929	1	1	1	1	1	1	1	1	1	1	1	1
g009942	0	0	1	0	0	0	0	0	0	1	0	0
g009953	0	1	1	1	1	1	1	1	1	1	1	1
g009962	1	1	0	0	0	0	0	0	1	1	0	0
g009977	1	1	1	1	1	1	1	1	1	1	1	1
g010006	1	1	1	1	1	1	1	1	1	1	1	1
g010028	0	0	0	0	0	0	0	0	0	0	0	1
g010046	0	0	0	0	0	0	0	0	0	0	0	1
g010068	0	0	0	0	0	0	0	1	0	0	0	1
g010111	1	1	1	1	1	1	1	0	1	1	1	1
g010112	0	0	0	0	0	0	0	0	0	1	0	0
g010158	1	1	1	1	1	1	1	1	1	1	1	1
g010161	1	1	1	1	1	1	1	1	1	1	0	1
g010168	1	1	1	1	1	1	1	1	1	1	1	1
g010172	1	1	0	1	1	1	1	1	1	1	0	1
g010220	1	1	1	1	1	1	1	1	1	1	1	0
g010242	1	1	1	1	1	1	1	1	1	1	1	1
g010258	0	0	0	0	0	0	0	0	0	0	0	1
g010263	1	1	1	1	1	1	1	1	1	1	1	1
g010284	0	1	1	1	1	1	1	1	1	1	1	1
g010288	0	0	0	0	0	0	0	0	0	1	0	0
g010300	0	0	0	0	0	0	0	0	0	0	0	1
g010310	1	1	1	1	1	1	1	1	1	1	1	1
g010426	1	1	1	1	1	1	1	1	1	1	1	1
g010447	1	1	1	1	1	1	1	1	1	1	1	1
g010453	1	1	0	0	0	0	0	0	0	0	0	1
g010483	1	1	1	1	0	1	1	0	1	1	1	1
g010494	1	1	1	1	1	1	1	1	1	1	1	1
g010495	1	1	1	1	1	1	1	1	1	0	1	1
g010524	1	1	1	1	1	1	1	1	1	1	1	1
g010525	1	1	0	0	0	0	0	0	1	0	1	0
g010529	1	0	0	0	0	0	0	0	0	1	0	0
g010530	1	1	1	1	1	1	1	1	1	1	1	1
g010566	1	1	1	1	1	1	1	1	1	1	1	1
g010609	1	1	1	1	1	1	1	0	1	1	1	1
g010611	1	1	1	1	1	1	1	1	1	1	1	1
g010625	1	1	1	1	1	1	1	1	1	1	1	1
g010630	0	0	0	1	1	1	0	0	0	0	1	0
g010636	1	0	1	1	1	1	1	1	0	1	1	0
g010648	0	0	0	1	0	1	1	1	0	0	1	0
g010661	1	1	1	1	1	1	1	1	1	1	1	1
g010683	1	1	1	1	0	0	1	1	1	0	0	1
g010701	1	1	1	1	1	1	1	1	1	1	1	1
g010706	1	1	1	1	1	1	1	1	1	0	1	1
g010711	0	0	0	0	0	0	0	0	0	1	1	0
g010712	0	0	0	0	0	0	0	0	0	0	1	0
g010713	0	0	0	0	0	0	0	0	0	0	1	0
g010714	0	0	0	0	0	0	0	0	0	0	1	1
g010715	0	0	0	0	0	0	0	0	0	0	1	1
g010716	0	0	0	0	0	0	0	0	0	0	1	1
g010717	0	0	0	0	0	0	0	0	0	0	1	1
g010718	0	0	0	0	0	0	0	0	0	0	1	1
g010719	0	0	0	0	0	0	0	0	0	0	0	1
g010720	0	0	0	0	0	0	0	0	0	0	1	1
g010721	0	0	0	0	0	0	0	0	0	0	1	1
g010758	1	1	1	1	1	1	1	1	1	1	1	1
g010817	1	1	1	1	1	0	1	1	0	1	1	0
g010819	0	0	0	0	0	0	0	0	0	1	0	0
g010850	1	1	1	1	1	1	1	1	1	1	1	1
g010864	1	1	1	1	1	1	1	1	1	1	1	1
g010885	0	0	0	0	0	0	0	0	0	0	0	1
g010947	1	1	1	1	1	1	1	1	1	1	1	1
g010957	1	0	1	1	1	1	1	1	1	1	1	0
g010971	0	1	1	1	1	0	0	0	0	0	1	0
g011189	1	1	1	1	1	1	1	1	1	1	1	0
g011204	0	0	0	0	0	0	0	0	1	0	0	1
g011231	1	1	1	1	1	1	1	1	1	1	1	1
g011260	0	1	1	1	1	1	1	1	1	1	1	1
g011293	0	1	0	0	0	0	0	0	0	0	0	1
g011300	0	0	0	0	0	0	0	0	0	0	0	1
g011324	1	1	1	1	1	1	1	1	1	1	1	1
g011331	1	1	1	1	1	1	1	1	1	1	1	1
g011332	1	1	1	1	1	1	1	1	1	1	1	1
g011333	1	1	1	1	1	1	1	1	1	1	1	1
g011340	0	0	0	0	0	0	0	0	0	0	0	1
g011341	1	1	1	1	1	1	1	1	1	1	1	0
g011342	1	0	0	0	0	1	0	0	0	0	0	1
g011352	1	1	1	1	1	1	1	1	1	0	1	1
g011373	1	1	1	1	1	1	0	1	1	1	1	1
g011374	0	1	1	1	1	1	1	1	1	1	1	1
g011390	1	1	0	0	0	0	0	0	1	0	1	0
g011439	0	0	0	0	1	0	0	0	0	0	0	1
g011460	1	1	1	1	1	1	1	1	1	1	1	1
g011463	1	1	1	1	1	1	1	1	1	1	1	1
g011561	1	1	1	1	1	1	1	1	1	1	1	1
g011655	0	1	1	1	0	1	1	0	1	1	1	1
g011656	1	1	1	1	1	1	1	1	1	1	1	1
g011673	1	1	1	1	1	1	1	1	1	1	1	1
g011674	1	1	1	1	1	1	0	0	1	1	1	1
g011687	1	1	1	1	1	1	1	1	1	1	1	1
g011693	0	0	0	0	0	0	0	0	1	1	0	1
g011697	0	1	1	1	1	1	1	1	1	1	1	1
g011708	0	0	1	0	0	1	1	1	0	1	0	0
g011727	1	1	1	1	1	1	1	1	1	1	1	1
g011755	1	1	1	1	1	1	1	1	1	1	1	1
g011768	0	0	0	0	1	0	0	1	0	0	0	1
g011781	1	0	1	0	1	1	0	1	0	0	1	0
g011833	1	1	1	1	1	1	1	1	1	1	1	1
g011960	1	1	1	1	1	1	1	0	1	1	1	1
g011980	1	1	1	1	1	1	1	1	1	1	1	1
g012004	1	1	1	1	1	1	1	1	1	1	1	0
g012034	1	1	1	1	1	1	1	1	1	1	1	0
g012168	0	0	0	0	0	0	0	0	0	0	1	0
g012176	1	1	1	1	1	1	1	1	1	1	1	1
g012185	0	0	0	0	0	0	0	0	0	0	1	0
g012232	1	1	0	1	0	0	1	0	1	1	1	1
g012308	1	1	0	1	0	1	1	0	1	1	1	1
g012326	1	1	1	1	1	1	1	1	1	1	1	1
g012328	1	1	0	0	0	0	0	0	1	0	0	1
g012329	1	1	1	1	1	1	1	1	1	1	1	1
g012341	0	1	0	0	0	0	0	0	0	0	0	1
g012396	0	1	1	0	1	0	0	0	1	1	0	0
g012443	1	1	0	0	0	0	0	0	0	1	0	1
g012444	1	1	0	0	0	0	0	0	0	1	0	1
g012445	1	1	0	0	0	0	0	0	0	1	0	1
g012446	1	1	0	0	0	0	0	0	0	1	0	1
g012447	1	1	0	0	0	0	0	0	0	1	0	1
g012448	0	1	0	0	0	0	0	0	0	1	0	1
g012450	0	1	0	0	0	0	0	0	0	1	0	1
g012451	1	1	0	0	0	0	0	0	0	1	0	1
g012452	1	1	0	0	0	0	0	0	0	1	0	1
g012453	0	1	0	0	0	0	0	0	0	1	0	1
g012456	0	1	0	0	0	0	0	0	0	1	0	1
g012472	0	0	0	0	0	0	0	0	0	1	0	0
g012473	0	0	0	0	0	0	0	0	0	1	0	0
g012474	0	0	0	0	0	0	0	0	0	1	0	0
g012475	0	0	0	0	0	0	0	0	0	1	0	0
g012476	0	0	0	0	0	0	0	0	0	1	0	0
g012477	0	0	0	0	0	0	0	0	0	1	0	0
g012478	0	0	0	0	0	0	0	0	0	1	0	0
g012479	1	1	0	0	0	0	0	0	1	1	0	0
g012480	0	0	0	0	0	0	0	0	0	1	0	0
g012481	0	0	0	0	0	0	0	0	0	1	0	0
g013084	1	1	1	1	1	1	1	1	1	1	1	1
g013086	1	1	1	1	1	1	1	1	1	1	1	1
g013090	1	0	1	1	0	1	1	1	1	1	1	0
g013122	1	1	0	1	1	1	1	0	1	1	1	1
g013132	1	1	1	1	1	1	1	1	1	1	1	1
g013232	1	1	1	1	1	1	1	1	1	1	1	1
g013243	1	1	1	1	1	1	1	1	1	1	1	1
g013246	1	1	1	1	1	1	1	1	1	1	1	1
g013247	1	1	1	1	1	1	1	1	1	1	1	1
g013249	1	1	1	1	1	1	1	1	1	1	1	1
g013251	1	1	1	1	1	0	1	1	1	1	1	1
g013279	0	1	1	1	1	1	1	1	1	1	1	1
g013328	0	0	1	1	1	1	1	1	1	1	1	1
g013369	1	1	1	1	1	1	1	1	1	1	1	1
g013387	1	1	1	1	1	1	1	0	1	1	0	1
g013422	1	1	1	1	1	1	1	1	1	1	1	1
g013481	1	1	1	1	1	1	1	1	1	1	1	1
g013487	0	1	1	1	1	1	1	1	1	1	1	1
g013511	1	1	0	0	0	0	0	0	1	0	0	1
g013520	1	1	0	0	0	0	0	0	0	0	1	0
g013546	1	1	1	1	1	1	1	1	1	1	1	1
g013607	0	0	0	0	0	0	0	1	0	0	1	0
g013609	1	1	1	1	1	1	1	1	1	1	1	1
g013625	0	1	0	0	0	0	0	0	0	0	0	1
g013635	1	1	1	1	1	1	1	1	1	1	1	1
g013702	0	0	0	0	0	0	0	0	0	0	0	1
g013754	1	1	1	1	1	1	1	1	1	1	1	0
g013769	1	1	1	1	1	1	1	1	1	1	1	1
g013771	0	1	1	1	0	1	1	1	1	1	1	1
g013821	0	1	0	1	1	1	1	1	1	1	1	1
g013898	0	0	0	0	0	0	0	0	0	0	1	0
g013973	1	1	1	1	1	1	1	1	1	1	1	1
g013981	1	0	0	1	1	1	1	1	0	0	0	1
g014032	1	1	1	1	1	1	1	0	1	1	1	0
g014051	0	0	0	0	1	0	1	1	0	0	0	1
g014185	1	1	1	1	1	1	1	1	1	1	1	1
g014196	1	1	1	1	1	1	1	1	1	1	1	1
g014229	1	1	1	1	1	1	1	1	1	1	0	1
g014240	1	1	1	1	1	1	1	1	1	1	1	1
g014245	1	1	1	1	1	1	1	1	1	1	1	1
g014248	0	0	0	0	0	0	0	0	0	1	0	0
g014268	0	0	0	0	0	0	0	0	0	0	0	1
g014294	0	1	1	1	1	1	1	1	1	0	1	1
g014300	0	1	0	0	0	0	0	0	0	0	0	1
g014302	1	1	1	1	1	1	1	1	1	1	1	1
g014316	0	1	0	0	1	0	0	0	1	1	0	0
g014318	0	0	0	0	0	0	0	0	0	0	0	1
g014322	1	1	1	1	1	1	1	1	1	1	1	0
g014323	0	1	1	1	1	1	1	1	1	1	1	1
g014340	1	0	0	0	0	0	0	0	0	0	0	1
g014341	1	1	1	1	1	1	0	0	1	1	1	1
g014344	0	0	0	0	0	0	0	0	0	0	0	1
g014347	0	0	0	0	0	0	0	0	0	0	1	0
g014351	1	1	1	1	1	1	1	1	1	1	1	1
g014385	0	1	1	1	1	1	1	1	1	1	1	1
g014388	0	1	1	1	1	1	1	0	1	1	1	1
g014405	0	0	0	0	0	0	1	0	0	0	0	1
g014408	1	0	1	1	1	1	1	1	1	1	1	1
g014409	1	1	1	1	1	1	1	1	1	1	1	1
g014423	1	1	1	1	1	1	1	1	1	1	1	1
g014424	1	1	1	1	1	1	1	1	1	1	1	1
g014461	1	1	0	0	0	0	0	0	1	1	0	0
g014464	1	1	1	1	1	1	1	0	1	1	1	1
g014476	1	1	1	1	1	1	1	1	1	1	1	1
g014479	1	1	1	1	1	1	1	1	1	1	1	1
g014480	1	1	1	1	1	1	1	1	1	1	1	1
g014495	1	1	1	1	1	1	1	1	1	1	1	1
g014498	0	0	0	0	0	0	0	0	0	0	0	1
g014504	0	0	1	1	1	1	1	1	0	1	0	1
g014512	0	0	0	0	0	0	0	0	0	0	0	1
g014514	1	1	1	1	1	1	1	1	1	1	1	1
g014521	1	1	1	1	1	1	1	1	1	1	1	1
g014523	1	0	1	1	1	1	1	1	1	1	1	1
g014525	1	1	1	1	1	1	1	1	1	1	1	1
g014526	1	1	1	1	0	0	1	0	1	0	1	0
g014533	1	1	0	1	1	1	1	1	1	1	1	1
g014534	1	1	1	0	1	0	0	1	1	1	1	0
g014544	1	1	1	1	1	0	0	1	1	1	1	1
g014551	1	1	1	1	1	1	1	1	1	1	1	1
g014553	1	1	1	1	1	1	1	1	1	1	1	1
g014572	1	1	1	1	1	1	1	1	1	0	0	1
g014573	1	1	1	1	1	1	1	1	1	1	1	0
g014596	1	1	1	1	1	1	1	1	1	1	1	1
g014597	1	1	1	1	1	1	1	1	1	1	1	1
g014604	1	1	1	1	1	1	1	1	1	1	1	1
g014605	1	1	1	1	1	1	1	1	1	0	1	1
g014611	1	0	1	0	0	0	0	0	0	0	1	0
g014632	0	0	0	0	0	0	0	0	0	0	0	1
g014633	0	0	0	0	0	0	0	0	0	0	0	1
g014635	0	0	0	0	0	0	0	0	0	0	0	1
g014650	1	1	1	1	1	1	1	1	1	1	1	1
g014654	1	1	1	1	1	1	1	1	1	1	1	1
g014665	1	1	1	1	1	1	1	1	1	1	1	1
g014672	1	1	0	0	0	0	0	0	1	0	1	0
g014709	1	1	1	1	1	1	1	1	1	1	0	1
g014712	0	1	1	1	1	1	1	1	1	1	1	1
g014717	1	1	1	1	1	1	1	1	1	1	1	1
g014718	1	1	1	1	1	1	1	0	1	1	1	1
g014727	1	1	1	1	1	1	1	1	1	1	1	1
g014736	1	1	1	1	1	1	1	1	1	1	1	0
g014738	1	1	1	1	1	1	1	0	1	1	1	1
g014750	0	0	0	0	0	0	0	0	1	0	0	1
g014755	1	1	1	1	1	1	1	1	1	1	1	1
g014756	1	1	1	1	1	1	1	1	1	0	1	1
g014758	1	1	1	1	0	0	1	1	1	1	1	1
g014795	1	1	1	1	0	1	1	1	1	1	1	1
g014810	0	0	1	1	1	1	1	1	0	1	0	0
g014817	1	1	1	1	1	1	0	1	1	0	1	0
g014820	0	0	0	0	0	0	0	0	0	0	0	1
g014821	0	1	1	1	1	1	1	1	1	1	1	1
g014822	1	1	1	1	1	1	1	1	1	1	1	1
g014861	1	1	1	1	1	1	1	1	1	1	1	1
g014874	0	0	0	0	0	0	0	0	0	0	0	1
g014914	1	1	1	1	1	1	1	1	1	1	1	1
g014915	1	1	1	1	1	1	1	1	1	1	1	1
g014922	0	1	1	1	1	1	1	1	1	1	1	1
g014929	1	0	0	1	1	1	1	1	1	0	1	1
g014931	1	1	1	0	1	1	0	0	1	0	1	1
g014937	1	1	1	1	1	1	1	1	0	1	1	0
g014939	1	1	1	1	1	1	1	1	1	1	1	1
g014943	0	1	0	0	0	0	0	0	0	1	0	0
g014945	1	1	0	1	1	1	1	1	1	1	0	1
g014947	1	1	1	1	1	1	1	1	1	1	1	1
g014954	1	1	1	1	1	1	1	1	1	1	1	1
g014959	1	1	1	1	1	1	1	1	1	1	1	1
g014960	1	1	1	1	1	1	1	1	1	1	0	1
g014961	0	1	1	1	1	1	1	0	1	1	0	1
g014970	0	0	0	0	1	1	0	0	0	1	0	1
g014974	1	1	0	0	0	0	0	0	1	1	1	1
g014990	0	0	0	0	0	0	0	0	0	1	0	0
g014992	0	0	0	0	0	0	0	0	0	1	0	0
g014993	0	0	0	0	0	0	0	0	0	1	0	0
g014996	0	0	0	0	0	0	0	0	0	1	0	0
g014997	0	0	0	0	0	0	0	0	0	1	0	0
g014998	0	0	0	0	0	0	0	0	0	1	0	0
g015039	0	0	0	0	0	0	0	0	0	0	1	0
g015051	1	1	0	0	0	0	0	0	1	1	1	1
g015060	1	0	0	0	0	0	0	0	0	0	1	0
g015081	1	1	0	0	0	0	0	0	1	0	0	1
g015096	1	1	0	0	0	0	0	0	1	1	1	0
g015099	0	0	0	0	0	0	0	0	0	1	1	1
g015102	0	0	1	0	0	1	1	0	0	1	0	0
g015113	0	0	0	0	0	0	0	0	0	0	0	1
g015142	1	1	1	1	1	1	1	1	1	1	1	1
g015157	1	1	1	1	1	1	1	1	1	1	1	1
g015188	1	1	1	1	1	1	1	1	1	1	1	1
g015221	1	1	1	1	1	1	1	0	1	1	1	1
g015235	0	0	0	0	0	0	0	0	0	0	0	1
g015248	1	1	0	0	0	0	0	0	0	0	1	0
g015265	1	1	1	1	1	1	1	1	1	1	0	1
g015274	1	1	1	1	0	1	1	1	1	1	1	1
g015311	1	1	1	1	1	1	1	1	1	1	1	1
g015317	1	1	1	1	1	1	1	0	1	1	1	1
g015321	0	1	1	1	1	1	0	1	1	1	1	0
g015329	0	0	0	0	0	0	0	0	0	0	1	0
g015334	1	1	1	1	1	1	1	1	1	1	1	1
g015361	1	1	1	1	1	1	1	1	1	1	1	1
g015418	1	1	1	1	1	1	1	1	1	1	1	1
g015424	1	1	0	0	0	0	0	1	1	0	1	1
g015435	0	0	0	0	0	0	0	0	0	1	0	0
g015447	0	0	1	0	1	0	0	0	0	1	0	0
g015453	0	1	1	1	1	1	1	1	1	1	1	1
g015468	0	1	0	1	0	1	1	1	1	1	1	1
g015473	1	1	1	1	1	1	1	1	1	1	1	1
g015483	1	1	1	1	1	1	1	1	1	1	1	1
g015486	1	1	1	1	1	1	1	1	1	1	1	1
g015501	1	1	1	1	1	1	1	1	1	1	1	1
g015514	1	1	1	1	1	1	1	1	1	1	1	1
g015518	1	1	1	1	1	1	1	1	1	1	1	1
g015553	1	1	1	1	1	1	1	1	1	1	1	0
g015561	1	1	1	1	1	1	1	0	1	1	1	1
g015575	1	1	1	1	1	1	1	1	1	1	1	1
g015611	0	0	0	0	0	0	0	0	0	0	1	0
g015612	0	0	1	1	1	1	1	1	0	0	1	0
g015617	1	1	1	1	1	0	1	1	1	1	1	1
g015621	0	0	0	0	0	0	0	0	0	0	1	0
g015637	1	1	0	0	0	0	0	0	0	0	1	0
g015639	1	1	1	1	1	1	1	1	1	1	1	1
g015645	1	1	1	1	1	1	1	1	1	1	1	1
g015656	1	1	1	1	1	1	1	1	1	1	1	1
g015662	1	1	1	1	1	1	1	0	1	1	1	1
g015663	1	1	0	0	0	0	1	0	1	1	1	1
g015665	0	1	0	0	0	0	0	0	1	1	0	0
g015691	1	1	1	1	1	1	1	1	1	1	1	1
g015692	0	1	1	1	1	1	1	1	1	1	1	0
g015706	1	1	1	1	1	1	1	0	1	1	0	1
g015711	0	1	1	1	1	1	1	1	1	1	1	0
g015716	0	0	0	0	0	0	0	0	0	1	0	0
g015722	1	0	0	0	0	0	0	0	0	0	0	1
g015748	1	1	0	0	0	0	0	0	1	1	1	0
g015750	1	1	1	1	1	1	1	0	1	1	1	1
g015755	1	1	1	1	1	1	1	1	1	1	0	1
g015759	0	0	0	0	0	0	0	0	0	0	0	1
g015781	0	0	0	0	0	0	0	0	1	1	0	1
g015786	1	1	1	1	1	1	1	1	1	1	1	0
g015804	1	0	0	0	1	1	0	0	0	0	0	1
g015820	1	1	1	1	1	1	1	0	1	1	0	1
g015839	1	1	1	1	1	1	1	1	1	1	1	1
g015855	0	0	0	0	0	0	0	0	0	1	0	0
g015863	0	0	0	0	0	0	0	0	0	1	0	0
g015872	0	1	1	1	0	1	1	0	1	0	1	1
g015874	1	1	1	1	1	1	1	1	1	0	1	1
g015886	0	0	0	0	0	0	0	0	0	0	0	1
g015887	1	1	1	1	1	1	1	1	1	1	1	1
g015889	0	0	0	0	0	0	0	0	0	0	0	1
g015901	1	1	1	1	1	1	1	1	1	1	1	1
g015916	0	0	0	0	0	0	0	1	0	1	0	0
g015945	0	0	1	1	1	0	1	0	0	1	0	0
g015947	0	0	1	1	1	1	1	1	0	1	1	0
g015952	1	1	1	1	1	1	1	0	1	1	1	0
g015957	1	1	1	1	1	1	1	1	1	1	1	1
g015958	1	1	1	1	1	1	1	1	1	1	1	1
g015959	1	1	1	1	1	1	1	1	1	1	1	1
g015969	1	1	1	1	1	1	1	1	1	1	0	1
