# Pathway	C011bmtagger1.fastq.noduplicatesAbundance	C022bmtagger1.fastq.noduplicatesAbundance	C033bmtagger1.fastq.noduplicatesAbundance	C044bmtagger1.fastq.noduplicatesAbundance	C055bmtagger1.fastq.noduplicatesAbundance	C066bmtagger1.fastq.noduplicatesAbundance	C077bmtagger1.fastq.noduplicatesAbundance	C088bmtagger1.fastq.noduplicatesAbundance	C099bmtagger1.fastq.noduplicatesAbundance	C1010bmtagger1.fastq.noduplicatesAbundance	C1111bmtagger1.fastq.noduplicatesAbundance	C1212bmtagger1.fastq.noduplicatesAbundance	D0113bmtagger1.fastq.noduplicatesAbundance	D0214bmtagger1.fastq.noduplicatesAbundance	D0315bmtagger1.fastq.noduplicatesAbundance	D0416bmtagger1.fastq.noduplicatesAbundance	D0517bmtagger1.fastq.noduplicatesAbundance	D0618bmtagger1.fastq.noduplicatesAbundance	D0719bmtagger1.fastq.noduplicatesAbundance	D0820bmtagger1.fastq.noduplicatesAbundance	D0921bmtagger1.fastq.noduplicatesAbundance	D1022bmtagger1.fastq.noduplicatesAbundance	D1123bmtagger1.fastq.noduplicatesAbundance	D1224bmtagger1.fastq.noduplicatesAbundance	E0125bmtagger1.fastq.noduplicatesAbundance	E0226bmtagger1.fastq.noduplicatesAbundance	E0327bmtagger1.fastq.noduplicatesAbundance	E0428bmtagger1.fastq.noduplicatesAbundance	E0529bmtagger1.fastq.noduplicatesAbundance	E0630bmtagger1.fastq.noduplicatesAbundance	E0731bmtagger1.fastq.noduplicatesAbundance	E0832bmtagger1.fastq.noduplicatesAbundance	E0933bmtagger1.fastq.noduplicatesAbundance	E1034bmtagger1.fastq.noduplicatesAbundance	E1135bmtagger1.fastq.noduplicatesAbundance	E1236bmtagger1.fastq.noduplicatesAbundance	F0137bmtagger1.fastq.noduplicatesAbundance	F0238bmtagger1.fastq.noduplicatesAbundance	F0339bmtagger1.fastq.noduplicatesAbundance	F0440bmtagger1.fastq.noduplicatesAbundance	F0541bmtagger1.fastq.noduplicatesAbundance	F0642bmtagger1.fastq.noduplicatesAbundance	F0743bmtagger1.fastq.noduplicatesAbundance	F0844bmtagger1.fastq.noduplicatesAbundance	F0945bmtagger1.fastq.noduplicatesAbundance	F1046bmtagger1.fastq.noduplicatesAbundance	F1147bmtagger1.fastq.noduplicatesAbundance	F1248bmtagger1.fastq.noduplicatesAbundance
P161-PWY: acetylene degradation|g__Neisseria.s__Neisseria_sicca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557.991	0	0	0	0	0	0	0	0
P161-PWY: acetylene degradation|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2373.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P163-PWY: L-lysine fermentation to acetate and butanoate|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0	67.4405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632.544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P163-PWY: L-lysine fermentation to acetate and butanoate|g__Fusobacterium.s__Fusobacterium_periodonticum	0	0	242.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.6133	0	0	0	0	0	0	0	0	0	0	0	0	0
P164-PWY: purine nucleobases degradation I (anaerobic)|g__Gemella.s__Gemella_haemolysans	506.172	751.294	391.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.6995	0	0	1568.76	403.55	0	0	0	0	0	0	0	0	0	0	0	0	0
P164-PWY: purine nucleobases degradation I (anaerobic)|g__Oribacterium.s__Oribacterium_sinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.079	0	0	0	0	0	0	0	0	0	262.964	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	926.264	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Actinomyces.s__Actinomyces_graevenitzii	0	0	65.2123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.90576	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Actinomyces.s__Actinomyces_naeslundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177.703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Actinomyces.s__Actinomyces_odontolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.5821	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Actinomyces.s__Actinomyces_viscosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.6527	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.38233	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Capnocytophaga.s__Capnocytophaga_gingivalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.871	277.161	0	0	8.55514	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Moraxella.s__Moraxella_catarrhalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.098	0	0	3602.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Neisseria.s__Neisseria_flavescens	0	542.883	97.2143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1152.26	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Neisseria.s__Neisseria_sicca	0	0	152.711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1807.97	0	0	0	0	0	0	0	362.19	0	0	0	426.401	0	0	0	0	281.866	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Neisseria.s__Neisseria_subflava	0	723.557	48.9115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641.797	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Peptostreptococcus.s__Peptostreptococcus_stomatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Porphyromonas.s__Porphyromonas_catoniae	0	0	0	0	0	0	0	0	0	0	0	201.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Porphyromonas.s__Porphyromonas_sp_oral_taxon_279	0	0	395.246	0	0	0	0	0	0	2872.17	0	394.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442.207	788.14	0	0	234.759	0	0	0	0	0	1326.88	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Pseudomonas.s__Pseudomonas_aeruginosa	0	0	379.232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10012	690.136	0	0	0	4130.15	0	0	0	0	0	0	0	0	10315.6	0	411.833	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Rothia.s__Rothia_aeria	0	0	0	0	0	0	0	0	0	310.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1372.81	0	0	0	20.6445	0	0	0	0	0	119.844	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Rothia.s__Rothia_dentocariosa	0	0	96.9581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Rothia.s__Rothia_mucilaginosa	0	0	324.814	0	0	0	0	0	0	1437.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.5602	0	0	0	1717.46	0	0	525.521	0	87.1221	671.393	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Staphylococcus.s__Staphylococcus_aureus	8198.02	619.691	0	4740.98	0	0	16014.3	20547.3	0	7002.28	23317.4	15336.5	0	0	0	0	4921.29	3862.93	0	0	0	2547.86	592.942	0	12642	13214.6	11000.7	0	0	0	0	3234.05	21586.8	0	0	0	6583.38	13342.7	29772.9	21260.6	70.9221	8178.26	8355.36	11711.1	3829.9	3534.21	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Stenotrophomonas.s__Stenotrophomonas_maltophilia	0	0	0	457.987	0	0	0	1120.74	0	427.331	244.658	0	19053.5	7012.34	23000.5	14707.4	8842.03	16487.3	16906.6	24458.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26363.3	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Porphyromonas.s__Porphyromonas_sp_oral_taxon_279	0	0	146.823	0	0	0	0	0	0	2405.22	0	496.784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.841	663.696	0	0	224.75	0	0	0	0	0	1026.24	0	0	0	0	0	0	0
PENTOSE-P-PWY: pentose phosphate pathway|g__Rothia.s__Rothia_dentocariosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.79653	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Abiotrophia.s__Abiotrophia_defectiva	0	0	86.8351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120.427	0	0	0	0	0	44.0845	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Actinomyces.s__Actinomyces_graevenitzii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.47466	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Alloprevotella.s__Alloprevotella_tannerae	0	382.701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Capnocytophaga.s__Capnocytophaga_gingivalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228.937	0	0	0	15.7615	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0	45.4176	0	0	0	0	0	0	238.239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305.974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Gemella.s__Gemella_haemolysans	0	0	346.979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309.487	0	0	0	316.533	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Granulicatella.s__Granulicatella_adiacens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.1911	0	0	0	0	0	61.2077	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Granulicatella.s__Granulicatella_elegans	0	0	63.7791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198.845	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Haemophilus.s__Haemophilus_haemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.163	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Haemophilus.s__Haemophilus_influenzae	0	0	0	4510.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10044.6	0	0	0	0	0	0	0	0	0	0	0	0	0	2760.73	2958.88	4372.33	4500.07	4576.19	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.5057	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	1173.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	779.982	0	0	0	0	0	0	0	0	0	0	1399.03	575.958	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Haemophilus.s__Haemophilus_sputorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.0361	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_ICM7	0	0	57.4021	0	0	0	0	0	0	128.574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Neisseria.s__Neisseria_elongata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.3215	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Neisseria.s__Neisseria_flavescens	0	758.665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	812.829	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Neisseria.s__Neisseria_macacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1144.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Neisseria.s__Neisseria_sicca	0	0	636.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5522.51	0	0	0	0	0	0	0	2422.16	0	0	0	543.589	0	0	0	0	246.413	0	0	0	0	0	73.0445	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Neisseria.s__Neisseria_subflava	0	885.231	159.874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.1883	0	0	0	818.618	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Oribacterium.s__Oribacterium_sinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.8812	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Porphyromonas.s__Porphyromonas_catoniae	0	0	0	0	0	0	0	0	0	0	12.9521	127.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Porphyromonas.s__Porphyromonas_sp_oral_taxon_279	0	0	115.398	0	0	0	0	0	0	2826.44	0	324.367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.444	705.1	0	0	207.976	0	0	0	0	0	1043.03	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Prevotella.s__Prevotella_intermedia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412.379	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Prevotella.s__Prevotella_melaninogenica	0	0	1186.14	0	0	0	0	0	0	433.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59084.1	0	3268.9	0	0	17.8784	0	0	0	0	0	105.709	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Prevotella.s__Prevotella_nanceiensis	0	0	0	0	0	0	0	0	0	267.266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.4006	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Pseudomonas.s__Pseudomonas_aeruginosa	0	0	145.138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10902.9	456.804	0	0	0	3081.16	0	0	0	0	0	0	0	0	8135.04	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Rothia.s__Rothia_aeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	749.31	0	0	0	23.8203	0	0	0	0	0	77.3239	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Rothia.s__Rothia_dentocariosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.66247	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Rothia.s__Rothia_mucilaginosa	0	0	233.426	0	0	0	0	0	0	907.978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190.406	0	0	0	1369.89	0	0	0	0	0	494.043	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0	0	423.565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210.811	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25949	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_infantis	0	0	519.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202.887	0	0	0	755.892	0	0	0	0	0	850.143	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	3461.41	2408.54	1851.53	0	0	0	0	0	0	366.22	0	644.868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	778.979	0	0	0	3080.2	0	0	865.216	0	0	1631.53	0	0	0	0	248.742	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	462.421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.2542	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_pyogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1648.14	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2064.43	570.838	0	0	29.5503	0	0	0	0	0	254.819	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2423	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Veillonella.s__Veillonella_dispar	0	0	93.3775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0872	0	0	0	0	0	118.106	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Veillonella.s__Veillonella_parvula	0	0	70.4161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254.916	0	0	0	15.2208	0	0	0	0	0	195.95	0	0	0	0	0	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705.878	0	0	0	0	0	0	0	0	0	0	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Haemophilus.s__Haemophilus_influenzae	0	0	0	5118.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11471.3	0	0	0	0	0	0	0	0	0	0	0	0	0	2868.16	3607.79	0	6194.83	5075.02	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.92913	0	0	0	0	0	0	0	0	0	0	0	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Haemophilus.s__Haemophilus_sputorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.4906	0	0	0	0	0	0	0	0	0	0	0	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Neisseria.s__Neisseria_flavescens	0	876.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406.709	0	0	0	0	0	0	0	0	0	0	0	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Neisseria.s__Neisseria_macacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2025.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Neisseria.s__Neisseria_sicca	0	0	457.234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4332.58	0	0	0	0	0	0	0	3040.91	0	0	0	475.605	0	0	0	0	288.908	0	0	0	0	0	0	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Neisseria.s__Neisseria_sp_oral_taxon_014	0	0	512.247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
